word,lemma,headword,part_of_speech,word_family_id,canonical_headword,family_role,forms,derived_forms,compound_forms,categories,register,meaning_en_simple,semantic_notes,related_words,opposites,common_collocations,raw_count_total,document_frequency_total,source_diversity,source_tables,form_counts,core_score,confidence,needs_human_review,review_reason
disc-shaped,disc-shap,disc-shaped,,disc-shap,disc-shap,compound,disc-shaped,,disc-shaped,forge_weapons_armor,,having a disc-like shape,,shape;disc,,,4,4,1,ItemSparse,disc-shaped:4,28.6094,0.9,False,
volatile,volatile,volatile,,volatile,volatile,base,volatile,,,goblin_engineering_alchemy,,"liable to change or explode suddenly, unstable",,overcharged;blasted;detonated,stable;calm;peaceful,,130,112,3,ItemSparse;JournalEncounter;JournalEncounterSection,volatile:130,90.8752,0.9,False,
overcharged,overcharg,overcharged,,overcharg,overcharg,inflected_form,overcharged,,,goblin_engineering_alchemy,,"filled or loaded with too much of something, often to the point of being unstable or explosive",,volatile;blasted;detonated,stable;calm;peaceful,,27,23,2,ItemSparse;JournalEncounterSection,overcharged:27,87.3322,0.9,False,
brew,brew,brew,,brew,brew,base,brew,,,goblin_engineering_alchemy,,"to prepare or mix a liquid substance, especially for medicinal or magical purposes",,mix;prepare,,,125,110,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,brew:125,44.8363,0.1,True,low_confidence
scrap,scrap,scrap,,scrap,scrap,base,scrap,,,goblin_engineering_alchemy,,"a small piece of something, often discarded or worthless",,gizmo;gadget,,,47,45,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,scrap:47,41.8712,1.0,False,
blasting,blast,blasting,,blast,blast,inflected_form,blasting,,,goblin_engineering_alchemy,,causing something to explode or break apart with force,,explosion;blast;shattering,,,18,18,3,BroadcastText;ItemSparse;JournalEncounterSection,blasting:18,38.9444,1.0,False,
coil,coil,coil,,coil,coil,base,coil,,,goblin_engineering_alchemy,,"a spiral or curved shape, especially one made from a rope or wire",,spiral;curved;twisted,,,17,17,3,ItemNameDescription;ItemSparse;JournalEncounterSection,coil:17,38.8904,1.0,False,
rocket,rocket,rocket,,rocket,rocket,base,rocket,,,goblin_engineering_alchemy,,a vehicle that travels through the air using a rocket engine,,vehicle;engine;propulsion,,,35,34,2,ItemSparse;JournalEncounterSection,rocket:35,37.5835,1.0,False,
gizmo,gizmo,gizmo,,gizmo,gizmo,base,gizmo,,,goblin_engineering_alchemy,,"a small, intricate device or gadget",,device;gadget;intricate,large;complex,,5,5,2,BroadcastText;ItemSparse,gizmo:5,35.7918,0.9,False,
rigged,rigg,rigged,,rigg,rigg,inflected_form,rigged,,,goblin_engineering_alchemy,,prepared or set up in a way that is likely to fail or cause problems,,prepare;set up;fail,stable;reliable,,3,3,2,ItemSparse;JournalEncounterSection,rigged:3,35.3863,0.9,False,
gadget,gadget,gadget,,gadget,gadget,base,gadget,,,goblin_engineering_alchemy,,a device or tool used for a specific purpose,,device;tool;machine,primitive;unsophisticated,,5,5,1,ItemSparse,gadget:5,33.7918,0.8,False,
booster,booster,booster,,booster,booster,base,booster,,,goblin_engineering_alchemy,,a device or substance that increases power or speed,,accelerator;enhancer;amplifier,brake;inhibitor;depressor,,2,2,1,ItemSparse,booster:2,33.0986,0.9,False,
detonator,detonator,detonator,,detonator,detonator,base,detonator,,,goblin_engineering_alchemy,,a device that causes an explosion or detonation,,explosive;bomb;mine,non-explosive;safe;stable,,1,1,1,ItemSparse,detonator:1,32.6931,0.8,False,
coin-operated,coin-operate,coin-operated,,coin-operate,coin-operate,compound,coin-operated,,coin-operated,goblin_engineering_alchemy,,"Coin-operated machine, goblin engineering",,crowd pummeler;machine,,,4,4,3,ItemSparse;JournalEncounter;JournalEncounterSection,coin-operated:4,32.6094,1.0,False,
non-engineers,non-engineer,non-engineers,,non-engineer,non-engineer,compound,non-engineers,,non-engineers,goblin_engineering_alchemy,,people who are not engineers,,laymen;amateurs;novices,engineers;experts;professionals,,16,16,1,ItemSparse,non-engineers:16,29.8332,0.8,False,
ez-thro,ez-thro,ez-thro,,ez-thro,ez-thro,compound,ez-thro,,ez-thro,goblin_engineering_alchemy,,a type of dynamite or explosive device,,dynamite;explosive;blast,non-explosive;safe;stable,,10,10,1,ItemSparse,ez-thro:10,29.3979,0.7,True,low_confidence
a-n,a-n,a-n,,a-n,a-n,compound,a-n,,a-n,goblin_engineering_alchemy,,an abbreviation or code word,,abbreviation;code,,,4,4,1,ItemSparse,a-n:4,28.6094,0.9,False,
boom-o-matic,boom-o-matic,boom-o-matic,,boom-o-matic,boom-o-matic,compound,boom-o-matic,,boom-o-matic,goblin_engineering_alchemy,,a device or machine that produces a loud noise,,device;machine;noise,,,4,2,1,ItemSparse,boom-o-matic:4,28.6094,0.8,False,
high-propulsion,high-propulsion,high-propulsion,,high-propulsion,high-propulsion,compound,high-propulsion,,high-propulsion,goblin_engineering_alchemy,,having a high level of propulsion or speed,,propulsion;speed,,,4,4,1,ItemSparse,high-propulsion:4,28.6094,0.8,False,
m-a-l,m-a-l,m-a-l,,m-a-l,m-a-l,compound,m-a-l,,m-a-l,goblin_engineering_alchemy,,an abbreviation or code word,,abbreviation;code,,,4,4,1,ItemSparse,m-a-l:4,28.6094,0.9,False,
radiant,radiant,radiant,,radiant,radiant,base,radiant,,,holy / hallow / hallowed / sacred / consecrated,,"shining or glowing with light, especially a divine or magical light",,glowing;shining,,,105,99,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,radiant:105,44.6634,0.6,True,low_confidence
sacred,sacr,sacred,,sacr,sacr,inflected_form,sacred,,,holy / hallow / hallowed / sacred / consecrated,,considered or treated as holy or worthy of reverence,,holy;revered;respected,profane;unholy,,88,85,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,sacred:88,42.4886,0.1,True,low_confidence
blessed,bless,blessed,,bless,bless,inflected_form,blessed,,,holy / hallow / hallowed / sacred / consecrated,,considered or declared to be holy or sacred,,sanctified;consecrated;venerated,cursed;damned;unholy,,66,66,3,BroadcastText;ItemSparse;JournalEncounterSection,blessed:66,40.2047,0.8,False,
trial,trial,trial,,trial,trial,base,trial,,,law_oath_crime,,"a test or examination of someone's abilities, knowledge, or character",,test;examination;evaluation,ease;comfort,,56,50,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,trial:56,44.0431,0.0,True,low_confidence
banished,banish,banished,,banish,banish,inflected_form,banished,,,law_oath_crime,,"officially excluded or expelled from a place, typically as a punishment",,exiled;outcast;estranged,,,31,29,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,banished:31,41.4657,1.0,False,
oath,oath,oath,,oath,oath,base,oath,,,law_oath_crime,,"a promise or vow, typically one that is sworn on a sacred object or in the presence of a higher power",,vow;promise;pledge,,,31,30,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounterSection,oath:31,41.4657,1.0,False,
judgment,judgment,judgment,,judgment,judgment,base,judgment,,,law_oath_crime,,"the act of making a decision or giving an opinion about something, especially one that is considered important or serious",,decision;opinion;verdict,mercy;compassion;forgiveness,,17,17,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounterSection,judgment:17,40.8904,0.9,False,
prisoner,prisoner,prisoner,,prisoner,prisoner,base,prisoner,,,law_oath_crime,,"a person who is being held in a prison or jail, especially one that is considered to be innocent or unjustly treated",,captain;detainee;imprisoned,free;liberated;released,,15,14,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,prisoner:15,40.7726,0.8,False,
absolution,absolution,absolution,,absolution,absolution,base,absolution,,,law_oath_crime,,"forgiveness or pardon, especially for a sin or wrongdoing",,pardon;forgiveness;mercy,guilt;shame;punishment,,11,11,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,absolution:11,40.4849,0.9,False,
sentence,sentence,sentence,,sentence,sentence,base,sentence,,,law_oath_crime,,a statement or phrase expressing a judgment or decision,,judgment;decision;verdict,acquittal;pardon;mercy,,9,9,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounterSection,sentence:9,40.3026,0.9,False,
punish,punish,punish,,punish,punish,base,punish,,,law_oath_crime,,to inflict a penalty or punishment on someone,,penalize;discipline;reprimand,reward;praise;commend,,8,8,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,punish:8,40.1972,0.8,False,
justice,justice,justice,,justice,justice,base,justice,,,law_oath_crime,,fairness or righteousness in a society,,fairness;righteousness;morality,injustice;tyranny,,36,36,3,BroadcastText;ItemSparse;JournalEncounterSection,justice:36,39.6109,1.0,False,
betrayal,betrayal,betrayal,,betrayal,betrayal,base,betrayal,,,law_oath_crime,,the act of betraying or deceiving someone,,deceit;treachery;disloyalty,,,28,27,3,BroadcastText;ItemSparse;JournalEncounter,betrayal:28,39.3673,1.0,False,
traitor,traitor,traitor,,traitor,traitor,base,traitor,,,law_oath_crime,,"a person who betrays their country, organization, or group",,betrayer;defector;renegade,,,20,20,3,BroadcastText;ItemSparse;JournalEncounter,traitor:20,39.0445,1.0,False,
ordered,order,ordered,,order,order,inflected_form,ordered,,,law_oath_crime,,given instructions or commands to do something,,command;instruction;directive,,,15,15,3,BroadcastText;ItemSparse;JournalEncounter,ordered:15,38.7726,1.0,False,
sworn,sworn,sworn,,sworn,sworn,base,sworn,,,law_oath_crime,,"given a promise or oath, especially in a formal way",,vowed;pledged;promised,,,12,12,3,BroadcastText;ItemSparse;JournalEncounter,sworn:12,38.5649,1.0,False,
condemned,condemn,condemned,,condemn,condemn,inflected_form,condemned,,,law_oath_crime,,officially declared to be guilty or punishable,,guilty;punishable;culpable,,,5,5,3,BroadcastText;ItemSparse;JournalEncounter,condemned:5,37.7918,1.0,False,
exiled,exile,exiled,,exile,exile,inflected_form,exiled,,,law_oath_crime,,forced to leave one's country or home,,banished;outcast;estranged,,,5,5,3,BroadcastText;ItemSparse;JournalEncounter,exiled:5,37.7918,1.0,False,
crime,crime,crime,,crime,crime,base,crime,,,law_oath_crime,,an act or omission that constitutes an offense against the law,,offense;transgression;violation,,,4,4,3,BroadcastText;ItemSparse;JournalEncounter,crime:4,37.6094,1.0,False,
vow,vow,vow,,vow,vow,base,vow,,,law_oath_crime,,a promise or pledge to do something,,oath;pledge;promise,betrayal;deceit;treachery,,3,3,1,BroadcastText,vow:3,33.3863,0.7,True,low_confidence
guilty,guilty,guilty,,guilty,guilty,base,guilty,,,law_oath_crime,,having committed a crime or offense,,culpable;responsible;accountable,innocent;blameless;exonerated,,1,1,1,JournalEncounter,guilty:1,32.6931,0.8,False,
self-destruct,self-destruct,self-destruct,,self-destruct,self-destruct,compound,self-destruct,,self-destruct,law_oath_crime,,"Self-Destruct, law and crime",,sequence;ship,,,8,8,2,BroadcastText;JournalEncounterSection,self-destruct:8,31.1972,1.0,False,
oath-bound,oath-bound,oath-bound,,oath-bound,oath-bound,compound,oath-bound,,oath-bound,law_oath_crime,,bound or obligated by a promise or oath,,promise;obligated;bound,,,3,3,2,BroadcastText;JournalEncounterSection,oath-bound:3,30.3863,0.9,False,
oath-breakers,oath-breaker,oath-breakers,,oath-breaker,oath-breaker,compound,oath-breakers,,oath-breakers,law_oath_crime,,people who break or violate a promise or oath,,promise;violate;break,,,3,3,2,BroadcastText;JournalEncounterSection,oath-breakers:3,30.3863,0.8,False,
closely-guarded,closely-guard,closely-guarded,,closely-guard,closely-guard,compound,closely-guarded,,closely-guarded,law_oath_crime,,"protected, defended from harm or danger",,guarded;protected,exposed;vulnerable,,2,2,2,ItemSparse;JournalEncounter,closely-guarded:2,30.0986,0.7,True,low_confidence
hallowed,hallow,hallowed,,hallow,hallow,related_concept,hallowed,,,light_holy,,"considered sacred or holy, revered",,consecrated;sanctified;blessed,profane;blasphemous;unholy,,6,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,hallowed:6,119.9459,0.9,False,
consecrated,consecrate,consecrated,,consecrate,consecrate,inflected_form,consecrated,,,light_holy,,"dedicated or set apart for a sacred purpose, often used to describe a place or object that is considered holy",,hallowed;sanctified;blessed,profane;blasphemous;unholy,,7,6,2,ItemSparse;JournalEncounterSection,consecrated:7,86.0794,0.9,False,
sanctified,sanctify,sanctified,,sanctify,sanctify,inflected_form,sanctified,,,light_holy,,"made or considered holy, often used to describe a place or object that is dedicated to a sacred purpose",,hallowed;consecrated;blessed,profane;blasphemous;unholy,,4,4,2,ItemSparse;JournalEncounterSection,sanctified:4,85.6094,0.9,False,
righteous,righteou,righteous,,righteou,righteou,inflected_form,righteous,,,light_holy,,"just and fair, especially in a way that is considered morally good",,good;virtuous;noble,wicked;evil;cruel,,25,24,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounterSection,righteous:25,41.2581,0.9,False,
redemption,redemption,redemption,,redemption,redemption,base,redemption,,,light_holy,,"the act of being forgiven or saved from a bad situation, especially one that is considered morally wrong",,forgiveness;salvation;atonement,punishment;penalty;retribution,,16,15,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,redemption:16,40.8332,0.9,False,
ancestor,ancestor,ancestor,,ancestor,ancestor,base,ancestor,,,light_holy,,a person from whom one is descended,,family;kin;bloodline,,,6,6,3,BroadcastText;ItemSparse;JournalEncounter,ancestor:6,37.9459,1.0,False,
whispering,whisper,whispering,,whisper,whisper,inflected_form,whispering,,,light_holy,,making soft murmuring sounds,,hushed;murmur;gentle,loud;boisterous,,11,11,2,BroadcastText;ItemSparse,whispering:11,36.4849,0.8,False,
hallow,hallow,hallow,,hallow,hallow,base,hallow,,,light_holy,,to make or declare something sacred,,bless;sanctify;consecrate,profane;desecrate,,10,10,1,ItemSparse,hallow:10,34.3979,0.8,False,
resplendent,resplendent,resplendent,,resplendent,resplendent,base,resplendent,,,light_holy,,shining brightly and beautifully,,radiant;glowing;luminous,dull;dim,,10,10,1,ItemSparse,resplendent:10,34.3979,0.9,False,
would-be,would-be,would-be,,would-be,would-be,compound,would-be,,would-be,light_holy,,intending to be or do something,,potential;aspiring;ambitious,unwilling;reluctant;averse,,11,11,3,ItemSparse;JournalEncounter;JournalEncounterSection,would-be:11,33.4849,0.8,False,
infused,infuse,infused,,infuse,infuse,inflected_form,infused,,,magic_artifacts_runes,,filled or impregnated with a particular quality or substance,,imbued;attuned;enchanted,unholy;profane;corrupted,,177,168,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,infused:177,95.1818,0.9,False,
imbued,imbue,imbued,,imbue,imbue,inflected_form,imbued,,,magic_artifacts_runes,,filled or impregnated with a particular quality or substance,,infused;attuned;enchanted,unholy;profane;corrupted,,154,154,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,imbued:154,93.0434,0.9,False,
attuned,attun,attuned,,attun,attun,inflected_form,attuned,,,magic_artifacts_runes,,adjusted or tuned to a particular frequency or quality,,infused;imbued;enchanted,unholy;profane;corrupted,,22,22,3,BroadcastText;ItemSparse;JournalEncounterSection,attuned:22,89.1355,0.9,False,
warded,ward,warded,,ward,ward,inflected_form,warded,,,magic_artifacts_runes,,protected or defended against magic,,shield;charm,,,1,1,1,BroadcastText,warded:1,82.6931,0.8,False,
empowered,empower,empowered,,empower,empower,inflected_form,empowered,,,magic_artifacts_runes,,given or having power or authority,,abled;enabled,,,173,166,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,empowered:173,45.1591,0.6,True,low_confidence
shard,shard,shard,,shard,shard,base,shard,,,magic_artifacts_runes,,"a small piece or fragment of something, especially a magical object",,piece;fragment,,,111,104,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,shard:111,44.7185,0.8,False,
bound,bound,bound,,bound,bound,base,bound,,,magic_artifacts_runes,,"restricted or limited in some way, especially by magic or a spell",,limited;restricted,,,110,110,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,bound:110,44.7095,0.7,True,low_confidence
crystal,crystal,crystal,,crystal,crystal,base,crystal,,,magic_artifacts_runes,,"a solid, transparent or translucent substance that is often used in jewelry or decorative objects",,solid;transparent;decorative,opaque; dull,,313,289,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,crystal:313,43.7494,0.4,True,low_confidence
rune,rune,rune,,rune,rune,base,rune,,,magic_artifacts_runes,,"a symbol or character that is used in magic or writing, often with special powers or meanings",,symbol;character;magic,ordinary; meaningless,,301,267,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounterSection,rune:301,43.7104,0.2,True,low_confidence
enchanted,enchant,enchanted,,enchant,enchant,inflected_form,enchanted,,,magic_artifacts_runes,,having been given magical powers or qualities,,magical;mystical;supernatural,ordinary;mundane,,145,142,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,enchanted:145,42.9836,0.3,True,low_confidence
font,font,font,,font,font,base,font,,,magic_artifacts_runes,,a source of power or inspiration,,cauldron;elemental fire,,,70,69,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,font:70,42.2627,1.0,False,
conduit,conduit,conduit,,conduit,conduit,base,conduit,,,magic_artifacts_runes,,a channel or passage for energy or power,,elemental conduit,,,66,48,4,ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,conduit:66,42.2047,1.0,False,
orb,orb,orb,,orb,orb,base,orb,,,magic_artifacts_runes,,"a spherical object, especially one that is used as a tool or talisman in magic or spiritual practices",,sphere;ball;globe,flat;two-dimensional;linear,,168,155,3,BroadcastText;ItemSparse;JournalEncounterSection,orb:168,41.1299,0.9,False,
tome,tome,tome,,tome,tome,base,tome,,,magic_artifacts_runes,,"a book or collection of books, especially one on a particular subject",,volume;opus;compendium,oral;spoken;unwritten,,90,90,3,BroadcastText;ItemSparse;JournalEncounterSection,tome:90,40.5109,0.9,False,
glyph,glyph,glyph,,glyph,glyph,base,glyph,,,magic_artifacts_runes,,"a symbol or character used in writing or magic, often in a way that is considered mysterious or arcane",,sigil; rune;character,plain;simple;unadorned,,333,333,2,ItemSparse;JournalEncounterSection,glyph:333,39.8111,0.8,False,
sigil,sigil,sigil,,sigil,sigil,base,sigil,,,magic_artifacts_runes,,"a symbol or character used in magic, often in a way that is considered mysterious or arcane",,glyph;rune;character,plain;simple;unadorned,,41,41,3,BroadcastText;ItemNameDescription;ItemSparse,sigil:41,39.7377,0.8,False,
runic,runic,runic,,runic,runic,base,runic,,,magic_artifacts_runes,,relating to or resembling runes,,runic;magical;arcane,,,42,40,2,ItemSparse;JournalEncounterSection,runic:42,37.7612,1.0,False,
scroll,scroll,scroll,,scroll,scroll,base,scroll,,,magic_artifacts_runes,,a rolled-up document or parchment,,document;parchment;manuscript,,,93,93,1,ItemSparse,scroll:93,36.5433,1.0,False,
runed,run,runed,,run,run,inflected_form,runed,,,magic_artifacts_runes,,inscribed with magical symbols or runes,,magical;symbols;runes,plain;unadorned,,43,43,1,ItemSparse,runed:43,35.7842,0.9,False,
ley-infused,ley-infus,ley-infused,,ley-infus,ley-infus,compound,ley-infused,,ley-infused,magic_artifacts_runes,,imbued with magical energy or power,,magical;enchanted;empowered,non-magical;unenchanted;powerless,,5,5,3,ItemSparse;JournalEncounter;JournalEncounterSection,ley-infused:5,32.7918,0.8,False,
hexed,hex,hexed,,hex,hex,inflected_form,hexed,,,magic_artifacts_runes,,imbued with magical energy or power,,enchanted;empowered;magical,non-magical;unenchanted;powerless,,1,1,1,ItemSparse,hexed:1,32.6931,0.8,False,
all-seeing,all-see,all-seeing,,all-see,all-see,compound,all-seeing,,all-seeing,magic_artifacts_runes,,"All-seeing crystal, magical artifact",,lodestaff;crystal,,,4,4,3,ItemSparse;JournalEncounter;JournalEncounterSection,all-seeing:4,32.6094,1.0,False,
wrath-scryer,wrath-scryer,wrath-scryer,,wrath-scryer,wrath-scryer,compound,wrath-scryer,,wrath-scryer,magic_artifacts_runes,,a person who uses magic to see the future,,scry;magic;future,,,6,5,2,JournalEncounter;JournalEncounterSection,wrath-scryer:6,30.9459,0.9,False,
mage-lord,mage-lord,mage-lord,,mage-lord,mage-lord,compound,mage-lord,,mage-lord,magic_artifacts_runes,,a powerful magician or ruler,,magician;ruler;powerful,,,4,4,2,JournalEncounter;JournalEncounterSection,mage-lord:4,30.6094,0.8,False,
spell-weaver,spell-weaver,spell-weaver,,spell-weaver,spell-weaver,compound,spell-weaver,,spell-weaver,magic_artifacts_runes,,"magician, sorcerer who weaves spells or magic",,weaver;magician,non-magical; mundane,,2,2,2,ItemSparse;JournalEncounter,spell-weaver:2,30.0986,0.7,True,low_confidence
magic-related,magic-relate,magic-related,,magic-relate,magic-relate,compound,magic-related,,magic-related,magic_artifacts_runes,,connected to or involving magic,,mysterious;enigmatic;arcane,non-magical; mundane; ordinary,,18,18,1,ItemSparse,magic-related:18,29.9444,0.9,False,
light-infused,light-infus,light-infused,,light-infus,light-infus,compound,light-infused,,light-infused,magic_artifacts_runes,,containing or imbued with light,,illuminated;enlightened;radiant,dark;shadowy;obscure,,9,9,1,ItemSparse,light-infused:9,29.3026,0.9,False,
shadow-infused,shadow-infus,shadow-infused,,shadow-infus,shadow-infus,compound,shadow-infused,,shadow-infused,magic_artifacts_runes,,containing or imbued with shadow,,dark;shadowy;obscure,light;illuminated;enlightened,,9,9,1,ItemSparse,shadow-infused:9,29.3026,0.9,False,
verdant,verdant,verdant,,verdant,verdant,base,verdant,,,nature_druid_emerald,,"green and flourishing, lush and vibrant",,withered;weathered;dormant,withered;weathered;forsaken,,68,66,4,ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,verdant:68,92.2341,0.8,False,
primal,primal,primal,,primal,primal,base,primal,,,nature_druid_emerald,,relating to the earliest or most basic form of something,,wild;untamed,,,183,168,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,primal:183,45.2149,0.7,True,low_confidence
earthen,earthen,earthen,,earthen,earthen,base,earthen,,,nature_druid_emerald,,relating to the earth or soil,,terrestrial;geological,,,130,127,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,earthen:130,44.8752,0.2,True,low_confidence
serpent,serpent,serpent,,serpent,serpent,base,serpent,,,nature_druid_emerald,,"a long, snake-like animal or creature",,snake;reptile;animal,mammal;bird,,74,70,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,serpent:74,42.3175,0.1,True,low_confidence
aspect,aspect,aspect,,aspect,aspect,base,aspect,,,nature_druid_emerald,,"a particular feature or part of something, especially a natural phenomenon",,side;view;angle,,,40,36,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,aspect:40,41.7136,1.0,False,
monastery,monastery,monastery,,monastery,monastery,base,monastery,,,nature_druid_emerald,,a building or place where monks or nuns live and work,,abbey;convent;cloister,secular;worldly;unmonastic,,8,8,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter,monastery:8,40.1972,0.9,False,
overgrown,overgrown,overgrown,,overgrown,overgrown,base,overgrown,,,nature_druid_emerald,,"covered or surrounded by vegetation, often in a way that is considered untidy or neglected",,wild;uncontrolled;untamed,pruned;trimmed;manicured,,7,6,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,overgrown:7,40.0794,0.8,False,
grove,grove,grove,,grove,grove,base,grove,,,nature_druid_emerald,,a small group of trees or a wooded area,,woodland;forest;thicket,,,19,19,3,BroadcastText;ItemSparse;JournalEncounter,grove:19,38.9957,1.0,False,
untamed,untam,untamed,,untam,untam,inflected_form,untamed,,,nature_druid_emerald,,not domesticated or controlled by humans,,wild;feral;savage,,,15,15,3,ItemSparse;JournalEncounter;JournalEncounterSection,untamed:15,38.7726,1.0,False,
glade,glade,glade,,glade,glade,base,glade,,,nature_druid_emerald,,"a small, open area of land in a forest or woodland",,clearing;meadow;grove,,,7,7,3,BroadcastText;ItemSparse;JournalEncounter,glade:7,38.0794,1.0,False,
serene,serene,serene,,serene,serene,base,serene,,,nature_druid_emerald,,peaceful and calm,,calm;peaceful;tranquil,,,6,6,3,BroadcastText;ItemSparse;JournalEncounterSection,serene:6,37.9459,1.0,False,
lush,lush,lush,,lush,lush,base,lush,,,nature_druid_emerald,,growing or thriving in a healthy and vigorous way,,green;healthy;thriving,withered;barren,,7,7,2,ItemSparse;JournalEncounter,lush:7,36.0794,0.8,False,
earth-warder,earth-warder,earth-warder,,earth-warder,earth-warder,compound,earth-warder,,earth-warder,nature_druid_emerald,,a person who protects or defends the earth,,protect;defend;earth,harm;damage,,14,14,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,earth-warder:14,35.7081,0.8,False,
bough,bough,bough,,bough,bough,base,bough,,,nature_druid_emerald,,a branch or limb of a tree,,branch;limb;tree,trunk;stem,,3,3,2,BroadcastText;ItemSparse,bough:3,35.3863,0.8,False,
briar,briar,briar,,briar,briar,base,briar,,,nature_druid_emerald,,a type of thorny shrub or bush,,thorny;shrub;bush,smooth;hairless,,3,3,2,ItemSparse;JournalEncounterSection,briar:3,35.3863,0.9,False,
bramble,bramble,bramble,,bramble,bramble,base,bramble,,,nature_druid_emerald,,"a type of thorny shrub or bush, often used to describe a tangled or overgrown area",,thorny;shrub;bush,smooth;hairless,,11,9,1,JournalEncounterSection,bramble:11,34.4849,0.8,False,
gnarled,gnarl,gnarled,,gnarl,gnarl,inflected_form,gnarled,,,nature_druid_emerald,,"twisted and knotted, like a tree branch",,withered;rotten;decayed,straight;smooth,,9,9,1,ItemSparse,gnarled:9,34.3026,0.8,False,
blooming,bloom,blooming,,bloom,bloom,inflected_form,blooming,,,nature_druid_emerald,,"growing and flourishing, like a flower",,flourishing;thriving;prosperous,withered;dead,,8,8,1,ItemSparse,blooming:8,34.1972,0.8,False,
craggy,craggy,craggy,,craggy,craggy,base,craggy,,,nature_druid_emerald,,having a rough or rocky surface,,rocky;stony;uneven,smooth;flat;even,,1,1,1,ItemSparse,craggy:1,32.6931,0.9,False,
mossy,mossy,mossy,,mossy,mossy,base,mossy,,,nature_druid_emerald,,covered with moss or lichen,,lichenous;algaceous;verdant,barren;desolate;sterile,,1,1,1,ItemSparse,mossy:1,32.6931,0.8,False,
rootbound,rootbound,rootbound,,rootbound,rootbound,base,rootbound,,,nature_druid_emerald,,having roots that are bound or restricted,,restricted;constrained;limited,unrestricted;free;unfettered,,1,1,1,ItemSparse,rootbound:1,32.6931,0.9,False,
wilted,wilt,wilted,,wilt,wilt,inflected_form,wilted,,,nature_druid_emerald,,having lost strength or vitality,,faded;weakened;debilitated,strong;vital;flourishing,,1,1,1,JournalEncounter,wilted:1,32.6931,0.8,False,
full-grown,full-grown,full-grown,,full-grown,full-grown,compound,full-grown,,full-grown,nature_druid_emerald,,completely developed or mature,,grow;mature;develop,,,5,5,2,ItemSparse;JournalEncounterSection,full-grown:5,30.7918,0.9,False,
tree-shaper,tree-shaper,tree-shaper,,tree-shaper,tree-shaper,compound,tree-shaper,,tree-shaper,nature_druid_emerald,,a person who shapes or controls trees,,tree;shape;control,,,5,5,2,JournalEncounter;JournalEncounterSection,tree-shaper:5,30.7918,0.8,False,
amber-shaper,amber-shaper,amber-shaper,,amber-shaper,amber-shaper,compound,amber-shaper,,amber-shaper,nature_druid_emerald,,a person who shapes or controls amber,,amber;shape;control,,,3,3,2,JournalEncounter;JournalEncounterSection,amber-shaper:3,30.3863,0.8,False,
eco-domes,eco-dome,eco-domes,,eco-dome,eco-dome,compound,eco-domes,,eco-domes,nature_druid_emerald,,a type of structure or building that is related to the environment or ecology,,environment;ecology;structure,,,3,3,2,BroadcastText;ItemSparse,eco-domes:3,30.3863,0.8,False,
