word,lemma,headword,part_of_speech,word_family_id,canonical_headword,family_role,forms,derived_forms,compound_forms,categories,register,meaning_en_simple,semantic_notes,related_words,opposites,common_collocations,raw_count_total,document_frequency_total,source_diversity,source_tables,form_counts,core_score,confidence,needs_human_review,review_reason
twin-bladed,twin-blad,twin-bladed,,twin-blad,twin-blad,compound,twin-bladed,,twin-bladed,forge_weapons_armor,,weapon with two blades,,blade;weapon,,,1,1,1,ItemSparse,twin-bladed:1,27.6931,1.0,False,
ultra-flash,ultra-flash,ultra-flash,,ultra-flash,ultra-flash,compound,ultra-flash,,ultra-flash,forge_weapons_armor,,"something that is extremely bright or flashy, especially in a magical sense",,bright;flashy;magical,dull;unimpressive,,1,1,1,ItemSparse,ultra-flash:1,27.6931,0.7,True,low_confidence
up-feathered,up-feather,up-feathered,,up-feather,up-feather,compound,up-feathered,,up-feathered,forge_weapons_armor,,"having feathers or plumage that are raised or standing upright, especially in a decorative sense",,feathers;plumage;decorative,flat;smooth,,1,1,1,ItemSparse,up-feathered:1,27.6931,0.9,False,
water-proofed,water-proof,water-proofed,,water-proof,water-proof,compound,water-proofed,,water-proofed,forge_weapons_armor,,protected from water damage,,weather-proof;water-resistant,water-damaged;ruined,,1,1,1,ItemSparse,water-proofed:1,27.6931,0.7,True,low_confidence
weapon-making,weapon-mak,weapon-making,,weapon-mak,weapon-mak,compound,weapon-making,,weapon-making,forge_weapons_armor,,"the creation or crafting of weapons, often used to describe craftsmanship or skill",,craft;skill;artisanship,ineptitude;incompetence,,1,1,1,ItemSparse,weapon-making:1,27.6931,0.8,False,
weather-proof,weather-proof,weather-proof,,weather-proof,weather-proof,compound,weather-proof,,weather-proof,forge_weapons_armor,,"protected from the weather, often used to describe durability or resilience",,waterproof;windproof,vulnerable;exposed,,1,1,1,ItemSparse,weather-proof:1,27.6931,0.6,True,low_confidence
well-built,well-built,well-built,,well-built,well-built,compound,well-built,,well-built,forge_weapons_armor,,"strongly constructed or built, often used to describe durability or resilience",,sturdy;solid,weak;fragile,,1,1,1,ItemSparse,well-built:1,27.6931,0.1,True,low_confidence
well-carved,well-carv,well-carved,,well-carv,well-carv,compound,well-carved,,well-carved,forge_weapons_armor,,"skillfully or intricately carved, often used to describe craftsmanship or skill",,craft;skill;artisanship,ineptitude;incompetence,,1,1,1,ItemSparse,well-carved:1,27.6931,0.9,False,
well-constructed,well-construct,well-constructed,,well-construct,well-construct,compound,well-constructed,,well-constructed,forge_weapons_armor,,"strongly or skillfully constructed, often used to describe durability or resilience",,sturdy;solid,weak;fragile,,1,1,1,ItemSparse,well-constructed:1,27.6931,0.8,False,
well-cut,well-cut,well-cut,,well-cut,well-cut,compound,well-cut,,well-cut,forge_weapons_armor,,"skillfully or intricately cut, often used to describe craftsmanship or skill",,craft;skill;artisanship,ineptitude;incompetence,,1,1,1,ItemSparse,well-cut:1,27.6931,0.7,True,low_confidence
well-done,well-done,well-done,,well-done,well-done,compound,well-done,,well-done,forge_weapons_armor,,"skillfully or successfully completed, often used to describe craftsmanship or skill",,craft;skill;artisanship,ineptitude;incompetence,,1,1,1,ItemSparse,well-done:1,27.6931,0.4,True,low_confidence
well-forged,well-forg,well-forged,,well-forg,well-forg,compound,well-forged,,well-forged,forge_weapons_armor,,made with skill and care,,forged;tempered;honed,,,1,1,1,JournalEncounterSection,well-forged:1,27.6931,1.0,False,
well-honed,well-hon,well-honed,,well-hon,well-hon,compound,well-honed,,well-honed,forge_weapons_armor,,sharpened or made sharp,,honed;tempered;forged,,,1,1,1,JournalEncounter,well-honed:1,27.6931,1.0,False,
wood-fired,wood-fir,wood-fired,,wood-fir,wood-fir,compound,wood-fired,,wood-fired,forge_weapons_armor,,fired with wood,,fire;wood,,,1,1,1,ItemSparse,wood-fired:1,27.6931,1.0,False,
worm-free,worm-free,worm-free,,worm-free,worm-free,compound,worm-free,,worm-free,forge_weapons_armor,,free from worms,,worm;free,,,1,1,1,ItemSparse,worm-free:1,27.6931,1.0,False,
armor,armor,armor,,armor,armor,base,armor,,,forge_weapons_armor,,protective clothing or equipment worn to prevent injury,,clothing;equipment;protection,,,423,394,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,armor:423,16.0497,0.8,False,
cloak,cloak,cloak,,cloak,cloak,base,cloak,,,forge_weapons_armor,,"a piece of clothing that covers the body, especially from the neck to the waist",,coat;cape,,,154,154,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,cloak:154,15.0434,0.9,False,
blazing,blaz,blazing,,blaz,blaz,inflected_form,blazing,,,forge_weapons_armor,,burning fiercely or intensely,,fiery;flaming;glowing,,,143,128,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,blazing:143,14.9698,0.7,True,low_confidence
wall,wall,wall,,wall,wall,base,wall,,,forge_weapons_armor,,a structure built to enclose or divide a space,,barrier;obstacle,,,87,75,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,wall:87,14.4773,1.0,False,
chains,chain,chains,,chain,chain,inflected_form,chains,,,forge_weapons_armor,,metal links or rings connected together,,shackles;restraints,,,74,65,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,chains:74,14.3175,0.7,True,low_confidence
piece,piece,piece,,piece,piece,base,piece,,,forge_weapons_armor,,a part of something larger,,fragment;section,,,525,522,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,piece:525,14.2653,0.8,False,
volatile,volatile,volatile,,volatile,volatile,base,volatile,,,goblin_engineering_alchemy,,"liable to change or explode suddenly, unstable",,overcharged;blasted;detonated,stable;calm;peaceful,,130,112,3,ItemSparse;JournalEncounter;JournalEncounterSection,volatile:130,90.8752,0.9,False,
overcharged,overcharg,overcharged,,overcharg,overcharg,inflected_form,overcharged,,,goblin_engineering_alchemy,,"filled or loaded with too much of something, often to the point of being unstable or explosive",,volatile;blasted;detonated,stable;calm;peaceful,,27,23,2,ItemSparse;JournalEncounterSection,overcharged:27,87.3322,0.9,False,
brew,brew,brew,,brew,brew,base,brew,,,goblin_engineering_alchemy,,"to prepare or mix a liquid substance, especially for medicinal or magical purposes",,mix;prepare,,,125,110,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,brew:125,44.8363,0.1,True,low_confidence
scrap,scrap,scrap,,scrap,scrap,base,scrap,,,goblin_engineering_alchemy,,"a small piece of something, often discarded or worthless",,gizmo;gadget,,,47,45,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,scrap:47,41.8712,1.0,False,
blasting,blast,blasting,,blast,blast,inflected_form,blasting,,,goblin_engineering_alchemy,,causing something to explode or break apart with force,,explosion;blast;shattering,,,18,18,3,BroadcastText;ItemSparse;JournalEncounterSection,blasting:18,38.9444,1.0,False,
coil,coil,coil,,coil,coil,base,coil,,,goblin_engineering_alchemy,,"a spiral or curved shape, especially one made from a rope or wire",,spiral;curved;twisted,,,17,17,3,ItemNameDescription;ItemSparse;JournalEncounterSection,coil:17,38.8904,1.0,False,
rocket,rocket,rocket,,rocket,rocket,base,rocket,,,goblin_engineering_alchemy,,a vehicle that travels through the air using a rocket engine,,vehicle;engine;propulsion,,,35,34,2,ItemSparse;JournalEncounterSection,rocket:35,37.5835,1.0,False,
gizmo,gizmo,gizmo,,gizmo,gizmo,base,gizmo,,,goblin_engineering_alchemy,,"a small, intricate device or gadget",,device;gadget;intricate,large;complex,,5,5,2,BroadcastText;ItemSparse,gizmo:5,35.7918,0.9,False,
rigged,rigg,rigged,,rigg,rigg,inflected_form,rigged,,,goblin_engineering_alchemy,,prepared or set up in a way that is likely to fail or cause problems,,prepare;set up;fail,stable;reliable,,3,3,2,ItemSparse;JournalEncounterSection,rigged:3,35.3863,0.9,False,
gadget,gadget,gadget,,gadget,gadget,base,gadget,,,goblin_engineering_alchemy,,a device or tool used for a specific purpose,,device;tool;machine,primitive;unsophisticated,,5,5,1,ItemSparse,gadget:5,33.7918,0.8,False,
booster,booster,booster,,booster,booster,base,booster,,,goblin_engineering_alchemy,,a device or substance that increases power or speed,,accelerator;enhancer;amplifier,brake;inhibitor;depressor,,2,2,1,ItemSparse,booster:2,33.0986,0.9,False,
detonator,detonator,detonator,,detonator,detonator,base,detonator,,,goblin_engineering_alchemy,,a device that causes an explosion or detonation,,explosive;bomb;mine,non-explosive;safe;stable,,1,1,1,ItemSparse,detonator:1,32.6931,0.8,False,
coin-operated,coin-operate,coin-operated,,coin-operate,coin-operate,compound,coin-operated,,coin-operated,goblin_engineering_alchemy,,"Coin-operated machine, goblin engineering",,crowd pummeler;machine,,,4,4,3,ItemSparse;JournalEncounter;JournalEncounterSection,coin-operated:4,32.6094,1.0,False,
non-engineers,non-engineer,non-engineers,,non-engineer,non-engineer,compound,non-engineers,,non-engineers,goblin_engineering_alchemy,,people who are not engineers,,laymen;amateurs;novices,engineers;experts;professionals,,16,16,1,ItemSparse,non-engineers:16,29.8332,0.8,False,
ez-thro,ez-thro,ez-thro,,ez-thro,ez-thro,compound,ez-thro,,ez-thro,goblin_engineering_alchemy,,a type of dynamite or explosive device,,dynamite;explosive;blast,non-explosive;safe;stable,,10,10,1,ItemSparse,ez-thro:10,29.3979,0.7,True,low_confidence
a-n,a-n,a-n,,a-n,a-n,compound,a-n,,a-n,goblin_engineering_alchemy,,an abbreviation or code word,,abbreviation;code,,,4,4,1,ItemSparse,a-n:4,28.6094,0.9,False,
boom-o-matic,boom-o-matic,boom-o-matic,,boom-o-matic,boom-o-matic,compound,boom-o-matic,,boom-o-matic,goblin_engineering_alchemy,,a device or machine that produces a loud noise,,device;machine;noise,,,4,2,1,ItemSparse,boom-o-matic:4,28.6094,0.8,False,
high-propulsion,high-propulsion,high-propulsion,,high-propulsion,high-propulsion,compound,high-propulsion,,high-propulsion,goblin_engineering_alchemy,,having a high level of propulsion or speed,,propulsion;speed,,,4,4,1,ItemSparse,high-propulsion:4,28.6094,0.8,False,
m-a-l,m-a-l,m-a-l,,m-a-l,m-a-l,compound,m-a-l,,m-a-l,goblin_engineering_alchemy,,an abbreviation or code word,,abbreviation;code,,,4,4,1,ItemSparse,m-a-l:4,28.6094,0.9,False,
hand-sewn,hand-sewn,hand-sewn,,hand-sewn,hand-sewn,compound,hand-sewn,,hand-sewn,goblin_engineering_alchemy,,"sewn by hand, often with care and attention to detail",,craft;skill;artisan,machine-made;mass-produced,,3,3,1,ItemSparse,hand-sewn:3,28.3863,0.8,False,
pleasure-bot,pleasure-bot,pleasure-bot,,pleasure-bot,pleasure-bot,compound,pleasure-bot,,pleasure-bot,goblin_engineering_alchemy,,a robot or machine designed for pleasure or entertainment,,amusement;entertainment;leisure,work;labor;toil,,3,3,1,BroadcastText,pleasure-bot:3,28.3863,0.8,False,
self-trimming,self-trimm,self-trimming,,self-trimm,self-trimm,compound,self-trimming,,self-trimming,goblin_engineering_alchemy,,"capable of trimming or adjusting itself, often in a mechanical context",,machine;device;technology,manual;human-operated,,3,3,1,JournalEncounterSection,self-trimming:3,28.3863,0.8,False,
spring-loaded,spring-load,spring-loaded,,spring-load,spring-load,compound,spring-loaded,,spring-loaded,goblin_engineering_alchemy,,"having or being a spring-loaded mechanism, often in a mechanical context",,machine;device;technology,manual;human-operated,,3,3,1,ItemSparse,spring-loaded:3,28.3863,0.9,False,
mecha-bytes,mecha-byte,mecha-bytes,,mecha-byte,mecha-byte,compound,mecha-bytes,,mecha-bytes,goblin_engineering_alchemy,,a unit of measurement or quantity associated with mechanical systems,,,,,2,2,1,ItemSparse,mecha-bytes:2,28.0986,0.6,True,low_confidence
mecha-mogul,mecha-mogul,mecha-mogul,,mecha-mogul,mecha-mogul,compound,mecha-mogul,,mecha-mogul,goblin_engineering_alchemy,,a person or thing associated with mechanical systems or innovation,,,,,2,2,1,ItemSparse,mecha-mogul:2,28.0986,0.8,False,
remote-controlled,remote-controll,remote-controlled,,remote-controll,remote-controll,compound,remote-controlled,,remote-controlled,goblin_engineering_alchemy,,controlled from a distance,,control;operate;manipulate,manual;hands-on;direct,,2,2,1,JournalEncounterSection,remote-controlled:2,28.0986,0.9,False,
al-vitrade,al-vitrade,al-vitrade,,al-vitrade,al-vitrade,compound,al-vitrade,,al-vitrade,goblin_engineering_alchemy,,"trade, alchemy, vitrification",,trade;alchemy;vitrification,,,1,1,1,BroadcastText,al-vitrade:1,27.6931,0.5,True,low_confidence
crazy-juice,crazy-juice,crazy-juice,,crazy-juice,crazy-juice,compound,crazy-juice,,crazy-juice,goblin_engineering_alchemy,,a strange or unusual liquid substance,,bizarre;unusual;exotic,normal;ordinary,,1,1,1,ItemSparse,crazy-juice:1,27.6931,0.7,True,low_confidence
discom-bomb-ulator,discom-bomb-ulator,discom-bomb-ulator,,discom-bomb-ulator,discom-bomb-ulator,compound,discom-bomb-ulator,,discom-bomb-ulator,goblin_engineering_alchemy,,a device used for disarming or disabling enemies,,bomb;disarm;disable,,,1,1,1,JournalEncounterSection,discom-bomb-ulator:1,27.6931,0.7,True,low_confidence
dubiously-crafted,dubiously-craft,dubiously-crafted,,dubiously-craft,dubiously-craft,compound,dubiously-crafted,,dubiously-crafted,goblin_engineering_alchemy,,made or created in a questionable or uncertain manner,,craft;make;create,skillfully-made;expertly-crafted,,1,1,1,ItemSparse,dubiously-crafted:1,27.6931,0.1,True,low_confidence
energy-pods,energy-pod,energy-pods,,energy-pod,energy-pod,compound,energy-pods,,energy-pods,goblin_engineering_alchemy,,small containers or devices that store and release energy,,energy;pods;containers,,,1,1,1,ItemSparse,energy-pods:1,27.6931,1.0,False,
experiementation--and,experiementation--and,experiementation--and,,experiementation--and,experiementation--and,compound,experiementation--and,,experiementation--and,goblin_engineering_alchemy,,a term referring to the process of experimenting or testing new ideas and technologies,,experiment;test;technology,,,1,1,1,JournalEncounter,experiementation--and:1,27.6931,1.0,False,
giga-juiced,giga-juic,giga-juiced,,giga-juic,giga-juic,compound,giga-juiced,,giga-juiced,goblin_engineering_alchemy,,infused with giga juice,,giga;juice;engineering,,,1,1,1,JournalEncounterSection,giga-juiced:1,27.6931,0.7,True,low_confidence
giga-rocket,giga-rocket,giga-rocket,,giga-rocket,giga-rocket,compound,giga-rocket,,giga-rocket,goblin_engineering_alchemy,,"a large rocket, likely used in goblin engineering or alchemy",,rocket;engineer;alchemist,,,1,1,1,JournalEncounterSection,giga-rocket:1,27.6931,0.9,False,
gob-trotter,gob-trotter,gob-trotter,,gob-trotter,gob-trotter,compound,gob-trotter,,gob-trotter,goblin_engineering_alchemy,,a type of goblin vehicle,,goblin;vehicle,,,1,1,1,BroadcastText,gob-trotter:1,27.6931,0.9,False,
luffa-infused,luffa-infus,luffa-infused,,luffa-infus,luffa-infus,compound,luffa-infused,,luffa-infused,goblin_engineering_alchemy,,imbued with luffa energy,,ancient;eternal;mystical,,,1,1,1,ItemNameDescription,luffa-infused:1,27.6931,0.3,True,low_confidence
mech-a-duck,mech-a-duck,mech-a-duck,,mech-a-duck,mech-a-duck,compound,mech-a-duck,,mech-a-duck,goblin_engineering_alchemy,,a type of mechanical device,,,,,1,1,1,ItemSparse,mech-a-duck:1,27.6931,1.0,False,
mechano-hog,mechano-hog,mechano-hog,,mechano-hog,mechano-hog,compound,mechano-hog,,mechano-hog,goblin_engineering_alchemy,,a type of mechanical device,,,,,1,1,1,ItemSparse,mechano-hog:1,27.6931,1.0,False,
non-mechanical,non-mechanical,non-mechanical,,non-mechanical,non-mechanical,compound,non-mechanical,,non-mechanical,goblin_engineering_alchemy,,not mechanical,,mechanical;family;words,,,1,1,1,ItemSparse,non-mechanical:1,27.6931,0.7,True,low_confidence
rascal-bot,rascal-bot,rascal-bot,,rascal-bot,rascal-bot,compound,rascal-bot,,rascal-bot,goblin_engineering_alchemy,,a type of robot or machine,,robot;machine;device,,,1,1,1,ItemSparse,rascal-bot:1,27.6931,1.0,False,
scrap-o-matic,scrap-o-matic,scrap-o-matic,,scrap-o-matic,scrap-o-matic,compound,scrap-o-matic,,scrap-o-matic,goblin_engineering_alchemy,,device for scrapping or breaking down items,,recycle;disassemble;deconstruct,,,1,1,1,ItemSparse,scrap-o-matic:1,27.6931,0.9,False,
supercollide-o-tron,supercollide-o-tron,supercollide-o-tron,,supercollide-o-tron,supercollide-o-tron,compound,supercollide-o-tron,,supercollide-o-tron,goblin_engineering_alchemy,,a device that collides particles at high speed,,tinker;craft,,,1,1,1,ItemSparse,supercollide-o-tron:1,27.6931,0.9,False,
tinker-tron,tinker-tron,tinker-tron,,tinker-tron,tinker-tron,compound,tinker-tron,,tinker-tron,goblin_engineering_alchemy,,a device made by goblins for tinkering,,gizmo;gadget,,,1,1,1,ItemSparse,tinker-tron:1,27.6931,0.9,False,
tunnel-tron,tunnel-tron,tunnel-tron,,tunnel-tron,tunnel-tron,compound,tunnel-tron,,tunnel-tron,goblin_engineering_alchemy,,"a device or machine used for digging or excavating tunnels, especially one made by goblins",,machine;device,,,1,1,1,BroadcastText,tunnel-tron:1,27.6931,0.9,False,
turbo-junker,turbo-junker,turbo-junker,,turbo-junker,turbo-junker,compound,turbo-junker,,turbo-junker,goblin_engineering_alchemy,,engineer or inventor,,craft;tool,,,1,1,1,ItemSparse,turbo-junker:1,27.6931,1.0,False,
vulpera-made,vulpera-made,vulpera-made,,vulpera-made,vulpera-made,compound,vulpera-made,,vulpera-made,goblin_engineering_alchemy,,"relating to or characteristic of the Vulpera, a fictional race in World of Warcraft",,Vulpera;feline;humanoid,man-made;machine-made;artificial,,1,1,1,ItemSparse,vulpera-made:1,27.6931,0.6,True,low_confidence
xiang-su,xiang-su,xiang-su,,xiang-su,xiang-su,compound,xiang-su,,xiang-su,goblin_engineering_alchemy,,a person or thing related to Xiang-Su,,Xiang-Su;person;thing,,,1,1,1,ItemSparse,xiang-su:1,27.6931,1.0,False,
yaungol-style,yaungol-style,yaungol-style,,yaungol-style,yaungol-style,compound,yaungol-style,,yaungol-style,goblin_engineering_alchemy,,a style related to Yaungol,,Yaungol;style,,,1,1,1,ItemSparse,yaungol-style:1,27.6931,1.0,False,
radiant,radiant,radiant,,radiant,radiant,base,radiant,,,holy / hallow / hallowed / sacred / consecrated,,"shining or glowing with light, especially a divine or magical light",,glowing;shining,,,105,99,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,radiant:105,44.6634,0.6,True,low_confidence
sacred,sacr,sacred,,sacr,sacr,inflected_form,sacred,,,holy / hallow / hallowed / sacred / consecrated,,considered or treated as holy or worthy of reverence,,holy;revered;respected,profane;unholy,,88,85,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,sacred:88,42.4886,0.1,True,low_confidence
blessed,bless,blessed,,bless,bless,inflected_form,blessed,,,holy / hallow / hallowed / sacred / consecrated,,considered or declared to be holy or sacred,,sanctified;consecrated;venerated,cursed;damned;unholy,,66,66,3,BroadcastText;ItemSparse;JournalEncounterSection,blessed:66,40.2047,0.8,False,
moon-blessed,moon-bless,moon-blessed,,moon-bless,moon-bless,compound,moon-blessed,,moon-blessed,holy / hallow / hallowed / sacred / consecrated,,blessed or favored by the moon,,,,,2,2,1,ItemSparse,moon-blessed:2,28.0986,0.8,False,
trial,trial,trial,,trial,trial,base,trial,,,law_oath_crime,,"a test or examination of someone's abilities, knowledge, or character",,test;examination;evaluation,ease;comfort,,56,50,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,trial:56,44.0431,0.0,True,low_confidence
banished,banish,banished,,banish,banish,inflected_form,banished,,,law_oath_crime,,"officially excluded or expelled from a place, typically as a punishment",,exiled;outcast;estranged,,,31,29,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,banished:31,41.4657,1.0,False,
oath,oath,oath,,oath,oath,base,oath,,,law_oath_crime,,"a promise or vow, typically one that is sworn on a sacred object or in the presence of a higher power",,vow;promise;pledge,,,31,30,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounterSection,oath:31,41.4657,1.0,False,
judgment,judgment,judgment,,judgment,judgment,base,judgment,,,law_oath_crime,,"the act of making a decision or giving an opinion about something, especially one that is considered important or serious",,decision;opinion;verdict,mercy;compassion;forgiveness,,17,17,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounterSection,judgment:17,40.8904,0.9,False,
prisoner,prisoner,prisoner,,prisoner,prisoner,base,prisoner,,,law_oath_crime,,"a person who is being held in a prison or jail, especially one that is considered to be innocent or unjustly treated",,captain;detainee;imprisoned,free;liberated;released,,15,14,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,prisoner:15,40.7726,0.8,False,
absolution,absolution,absolution,,absolution,absolution,base,absolution,,,law_oath_crime,,"forgiveness or pardon, especially for a sin or wrongdoing",,pardon;forgiveness;mercy,guilt;shame;punishment,,11,11,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,absolution:11,40.4849,0.9,False,
sentence,sentence,sentence,,sentence,sentence,base,sentence,,,law_oath_crime,,a statement or phrase expressing a judgment or decision,,judgment;decision;verdict,acquittal;pardon;mercy,,9,9,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounterSection,sentence:9,40.3026,0.9,False,
punish,punish,punish,,punish,punish,base,punish,,,law_oath_crime,,to inflict a penalty or punishment on someone,,penalize;discipline;reprimand,reward;praise;commend,,8,8,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,punish:8,40.1972,0.8,False,
justice,justice,justice,,justice,justice,base,justice,,,law_oath_crime,,fairness or righteousness in a society,,fairness;righteousness;morality,injustice;tyranny,,36,36,3,BroadcastText;ItemSparse;JournalEncounterSection,justice:36,39.6109,1.0,False,
betrayal,betrayal,betrayal,,betrayal,betrayal,base,betrayal,,,law_oath_crime,,the act of betraying or deceiving someone,,deceit;treachery;disloyalty,,,28,27,3,BroadcastText;ItemSparse;JournalEncounter,betrayal:28,39.3673,1.0,False,
traitor,traitor,traitor,,traitor,traitor,base,traitor,,,law_oath_crime,,"a person who betrays their country, organization, or group",,betrayer;defector;renegade,,,20,20,3,BroadcastText;ItemSparse;JournalEncounter,traitor:20,39.0445,1.0,False,
ordered,order,ordered,,order,order,inflected_form,ordered,,,law_oath_crime,,given instructions or commands to do something,,command;instruction;directive,,,15,15,3,BroadcastText;ItemSparse;JournalEncounter,ordered:15,38.7726,1.0,False,
sworn,sworn,sworn,,sworn,sworn,base,sworn,,,law_oath_crime,,"given a promise or oath, especially in a formal way",,vowed;pledged;promised,,,12,12,3,BroadcastText;ItemSparse;JournalEncounter,sworn:12,38.5649,1.0,False,
condemned,condemn,condemned,,condemn,condemn,inflected_form,condemned,,,law_oath_crime,,officially declared to be guilty or punishable,,guilty;punishable;culpable,,,5,5,3,BroadcastText;ItemSparse;JournalEncounter,condemned:5,37.7918,1.0,False,
exiled,exile,exiled,,exile,exile,inflected_form,exiled,,,law_oath_crime,,forced to leave one's country or home,,banished;outcast;estranged,,,5,5,3,BroadcastText;ItemSparse;JournalEncounter,exiled:5,37.7918,1.0,False,
crime,crime,crime,,crime,crime,base,crime,,,law_oath_crime,,an act or omission that constitutes an offense against the law,,offense;transgression;violation,,,4,4,3,BroadcastText;ItemSparse;JournalEncounter,crime:4,37.6094,1.0,False,
vow,vow,vow,,vow,vow,base,vow,,,law_oath_crime,,a promise or pledge to do something,,oath;pledge;promise,betrayal;deceit;treachery,,3,3,1,BroadcastText,vow:3,33.3863,0.7,True,low_confidence
guilty,guilty,guilty,,guilty,guilty,base,guilty,,,law_oath_crime,,having committed a crime or offense,,culpable;responsible;accountable,innocent;blameless;exonerated,,1,1,1,JournalEncounter,guilty:1,32.6931,0.8,False,
self-destruct,self-destruct,self-destruct,,self-destruct,self-destruct,compound,self-destruct,,self-destruct,law_oath_crime,,"Self-Destruct, law and crime",,sequence;ship,,,8,8,2,BroadcastText;JournalEncounterSection,self-destruct:8,31.1972,1.0,False,
oath-bound,oath-bound,oath-bound,,oath-bound,oath-bound,compound,oath-bound,,oath-bound,law_oath_crime,,bound or obligated by a promise or oath,,promise;obligated;bound,,,3,3,2,BroadcastText;JournalEncounterSection,oath-bound:3,30.3863,0.9,False,
oath-breakers,oath-breaker,oath-breakers,,oath-breaker,oath-breaker,compound,oath-breakers,,oath-breakers,law_oath_crime,,people who break or violate a promise or oath,,promise;violate;break,,,3,3,2,BroadcastText;JournalEncounterSection,oath-breakers:3,30.3863,0.8,False,
closely-guarded,closely-guard,closely-guarded,,closely-guard,closely-guard,compound,closely-guarded,,closely-guarded,law_oath_crime,,"protected, defended from harm or danger",,guarded;protected,exposed;vulnerable,,2,2,2,ItemSparse;JournalEncounter,closely-guarded:2,30.0986,0.7,True,low_confidence
y-yes,y-ye,y-yes,,y-ye,y-ye,compound,y-yes,,y-yes,law_oath_crime,,an expression of agreement or confirmation,,affirmative;agreement;confirmation,no;negative;refusal,,3,3,1,BroadcastText,y-yes:3,28.3863,0.9,False,
necessary--to,necessary--to,necessary--to,,necessary--to,necessary--to,compound,necessary--to,,necessary--to,law_oath_crime,,required or essential for something to happen or be done,,need;requirement;essential,,,2,2,1,JournalEncounter,necessary--to:2,28.0986,0.7,True,low_confidence
re-establish,re-establish,re-establish,,re-establish,re-establish,compound,re-establish,,re-establish,law_oath_crime,,to establish again,,establish;settle;confirm,disrupt;interrupt;undermine,,2,2,1,JournalEncounterSection,re-establish:2,28.0986,0.9,False,
thirty-seven,thirty-seven,thirty-seven,,thirty-seven,thirty-seven,compound,thirty-seven,,thirty-seven,law_oath_crime,,the number thirty-seven,,percent;efficiency;protection,low;inefficient,,2,2,1,BroadcastText,thirty-seven:2,28.0986,0.6,True,low_confidence
co-signer,co-signer,co-signer,,co-signer,co-signer,compound,co-signer,,co-signer,law_oath_crime,,a person who signs a document or agreement with another,,partner;collaborator;associate,individual;independent,,1,1,1,ItemSparse,co-signer:1,27.6931,0.9,False,
crudely-written,crudely-written,crudely-written,,crudely-written,crudely-written,compound,crudely-written,,crudely-written,law_oath_crime,,"written in a rough or unskilled way, often indicating a lack of education or intelligence",,written;rough,,,1,1,1,ItemSparse,crudely-written:1,27.6931,0.9,False,
death--or,death--or,death--or,,death--or,death--or,compound,death--or,,death--or,law_oath_crime,,a choice between death and something else,,choice;decision;consequence,,,1,1,1,JournalEncounter,death--or:1,27.6931,0.5,True,low_confidence
edicts--and,edicts--and,edicts--and,,edicts--and,edicts--and,compound,edicts--and,,edicts--and,law_oath_crime,,laws or decrees issued by a ruler or authority,,law;decrees;regulations,freedom;liberty,,1,1,1,BroadcastText,edicts--and:1,27.6931,0.1,True,low_confidence
edicts--forever,edicts--forever,edicts--forever,,edicts--forever,edicts--forever,compound,edicts--forever,,edicts--forever,law_oath_crime,,laws or decrees that are permanent or eternal,,eternal;permanent;lasting,temporary;transient,,1,1,1,BroadcastText,edicts--forever:1,27.6931,0.1,True,low_confidence
far-fetched,far-fetch,far-fetched,,far-fetch,far-fetch,compound,far-fetched,,far-fetched,law_oath_crime,,unlikely or improbable,,implausible;unbelievable;fantastical,likely;probable;plausible,,1,1,1,ItemSparse,far-fetched:1,27.6931,0.8,False,
ill-gotten,ill-gotten,ill-gotten,,ill-gotten,ill-gotten,compound,ill-gotten,,ill-gotten,law_oath_crime,,obtained or gained in an unfair or dishonest way,,gotten;obtained;acquired,,,1,1,1,ItemSparse,ill-gotten:1,27.6931,1.0,False,
khadgar--what,khadgar--what,khadgar--what,,khadgar--what,khadgar--what,compound,khadgar--what,,khadgar--what,law_oath_crime,,a question or inquiry about a legal matter,,question;inquiry;legal,ignorance;oblivion,,1,1,1,BroadcastText,khadgar--what:1,27.6931,0.7,True,low_confidence
