word_family_id,canonical_headword,forms,derived_forms,compound_forms,categories,register,meaning_en_simple,related_words,opposites,raw_count_total,document_frequency_total,source_diversity,source_tables,confidence,needs_human_review
canister,canister,canister,,,trade_crafting,,a container used for holding or storing things,container;storing,,14,14,2,ItemSparse;JournalEncounterSection,0.7,True
cap,cap,cap,,,forge_weapons_armor,,a type of headgear or covering,headgear;covering,,14,14,2,ItemSparse;JournalEncounterSection,0.8,False
chase,chase,chase,,,war_conflict,,to pursue or hunt something,pursue;hunt,escape,14,14,3,BroadcastText;ItemSparse;JournalEncounterSection,0.8,False
chemical,chemical,chemical,,,goblin_engineering_alchemy,,a substance used in chemistry or alchemy,chemistry;alchemy,,14,12,2,ItemSparse;JournalEncounterSection,0.7,True
chrono-lord,chrono-lord,chrono-lord,,chrono-lord,void_old_gods_cosmic_horror,,a person or thing associated with time and chronology,time;chronology;epoch,amorphous;unstructured,14,14,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
circlet,circlet,circlet,,,forge_weapons_armor,,a type of headgear or crown,headgear;crown,,14,14,2,ItemNameDescription;ItemSparse,0.8,False
circular,circular,circular,,,nature_druid_emerald,,something that is round or curved in shape,round;curved,,14,13,2,ItemSparse;JournalEncounterSection,0.7,True
clefthoof,clefthoof,clefthoof,,,death_undead_crypt,,a type of undead creature,naga;undead;creature,,14,14,2,ItemSparse;JournalEncounterSection,1.0,False
clever,clever,clever,,,light_holy,,intelligent or skilled in a clever way,intelligent;skilled,foolish,14,14,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
collaps,collaps,collapsed;collapses,,,corruption_defilement_curse;war_conflict,,"to fall or come down suddenly, often due to weakness or damage",fall;come down;collapse,stand;remain upright,14,14,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
concentration,concentration,concentration,concentration,,corruption_defilement_curse,,focus or attention,,,14,12,4,ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
confus,confus,confused;confusing,,,emotion_morality,,having a mixed or unclear state of mind,mixed;unclear;perplexed,clear;distinct;certain,14,13,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.6,True
conjur,conjur,conjured,,,magic_artifacts_runes,,created or summoned using magic,magic;summoned,natural,14,14,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
covet,covet,coveted,,,nobility_titles_power,,desired or sought after,desirable;sought;wanted,,14,14,2,ItemSparse;JournalEncounter,1.0,False
crawl,crawl,crawl;crawling,,,death_undead_crypt;travel_places,,to move slowly or awkwardly on hands and knees,creep;slither;slink,walk;run;stride,14,14,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
crusher,crusher,crusher,,,forge_weapons_armor,,a device or tool used to crush or break things,crush;break,preserver,14,14,3,BroadcastText;ItemSparse;JournalEncounterSection,0.8,False
damnation,damnation,damnation,damnation,,law_oath_crime,,a state of being cursed or condemned,curse;condemn;punish,,14,13,2,BroadcastText;JournalEncounterSection,1.0,False
darkmaster,darkmaster,darkmaster,,,void_old_gods_cosmic_horror,,a master or leader of dark forces,dark;forces,lightbringer,14,14,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
dawnbreaker,dawnbreaker,dawnbreaker,,,war_conflict,,a type of sword or weapon,sword;weapon;blade,,14,13,2,JournalEncounter;JournalEncounterSection,1.0,False
dedicate,dedicate,dedicated,,,family_relationships,,"devoted or committed to a person, cause, or activity",devoted;committed,apathetic,14,14,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
deep,deep,deeps,,,death_undead_crypt,,a type of underwater or oceanic location,ocean;sea;water,,14,14,2,ItemSparse;JournalEncounter,1.0,False
delrissa,delrissa,delrissa,,,emotion_morality,,a type of priestess or spiritual leader,priest;spiritual;leader,,14,13,2,JournalEncounter;JournalEncounterSection,1.0,False
develop,develop,develop;developed,,,nature_druid_emerald;trade_crafting,,to grow or become more complex,grow;complex;evolve,stagnate;decline,14,14,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
disappear,disappear,disappear;disappeared,,,death_mourning;travel_places,,"to become invisible or lost, often in a specific context or story",invisible;lost;context;story,,14,14,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.3,True
displacement,displacement,displacement,displacement,,magic_artifacts_runes,,a type of magical or supernatural phenomenon,magical;supernatural;phenomenon,,14,12,2,ItemSparse;JournalEncounterSection,1.0,False
drove,drove,drove,,,war_conflict,,"to force or compel someone to do something, often using violence or coercion",force;compel,freedom,14,13,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
earth-warder,earth-warder,earth-warder,,earth-warder,nature_druid_emerald,,a person who protects or defends the earth,protect;defend;earth,harm;damage,14,14,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
easier,easier,easier,,,travel_places,,requiring less effort or difficulty to accomplish something,easy;effortless,harder,14,14,3,BroadcastText;ItemSparse;JournalEncounterSection,0.9,False
eldritch,eldritch,eldritch,,,void_old_gods_cosmic_horror,,"strange or unnatural, often used to describe something that is eerie or unsettling",abyssal;void-touched;cosmic,natural;normal;human,14,14,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
enigmatic,enigmatic,enigmatic,,,emotion_morality,,mysterious or difficult to understand,mysterious;difficult;understand,,14,14,2,ItemSparse;JournalEncounter,1.0,False
equip,equip,equip;equips,,,forge_weapons_armor,,to provide or fit with equipment or supplies,outfits;dresses;adorns,disarms;unfits;deprives,14,14,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounterSection,0.8,False
erkhart,erkhart,erkhart,,,war_conflict,,a type of warrior or fighter,warrior;fighter;soldier,,14,9,2,JournalEncounter;JournalEncounterSection,1.0,False
erudax,erudax,erudax,,,nobility_titles_power,,a type of noble or aristocratic title,noble;aristocrat;title,,14,10,2,JournalEncounter;JournalEncounterSection,1.0,False
escort,escort,escort;escorting,,,travel_places,,"accompanying or protecting someone, often in a formal or official capacity",guarding;protecting;safeguarding,,14,14,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
fair,fair,fair,,,family_relationships,,"just or reasonable, often in a social or moral sense",just;reasonable,unfair,14,14,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
fed,fed,fed,,,corruption_defilement_curse,,nourished or sustained,,,14,14,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
feral,feral,feral,,,nature_druid_emerald,,"wild or untamed, often in a natural or animalistic sense",wild;untamed,domesticated,14,12,3,BroadcastText;ItemSparse;JournalEncounterSection,0.9,False
fiercely,fiercely,fiercely,,,emotion_morality,,with great intensity or passion,intense;passionate;strong,,14,14,2,JournalEncounter;JournalEncounterSection,1.0,False
firelord,firelord,firelord,,,dragons_draconic,,leader or ruler of fire,,,14,14,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
forest,forest,forests,,,nature_druid_emerald,,"areas of land covered with trees, often in a natural or wilderness sense",trees;wilderness,desert,14,14,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
forsworn,forsworn,forsworn,,,dark_profane,,betrayed or renounced,,,14,14,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
frostbite,frostbite,frostbite,,,nature_druid_emerald,,a type of cold or wintry phenomenon,cold;wintry;phenomenon,,14,6,2,ItemSparse;JournalEncounterSection,1.0,False
gadget,gadget,gadget;gadgets,,,goblin_engineering_alchemy,,"small, intricate devices or tools used for a specific purpose",device;tool,,14,14,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
gilnea,gilnea,gilneas,,,travel_places,,a type of location or region,location;region;place,,14,14,2,BroadcastText;ItemSparse,1.0,False
gnome,gnome,gnomes,,,family_relationships,,"small, mischievous creatures often associated with gnomish culture",small;mischievous,tall,14,14,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
gnomeregan,gnomeregan,gnomeregan,,,ancient_ruins_memory,,"a city or place of ancient ruins, often associated with gnomes",city;ruins,modern,14,10,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
grashaal,grashaal,grashaal,,,war_conflict,,a type of warrior or fighter,warrior;fighter;soldier,,14,9,2,JournalEncounter;JournalEncounterSection,1.0,False
grom'kar,grom'kar,grom'kar,,,dragons_draconic,,"a type of dragon or draconic creature, often associated with the Grom'kar tribe",dragon;draconic,human,14,14,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
harandar,harandar,harandar,,,travel_places,,"a place or region, often associated with the land of Harandar",place;region,unknown,14,14,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
hatecoil,hatecoil,hatecoil,,,corruption_defilement_curse,,a group of naga who serve Queen Azshara,naga;Queen Azshara,,14,13,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
helpful,helpful,helpful,,,nature_druid_emerald,,providing assistance or support,assistance;support,,14,14,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
horridon,horridon,horridon,,,death_undead_crypt,,a type of creature or monster,creature;monster;beast,,14,13,2,JournalEncounter;JournalEncounterSection,1.0,False
hymdall,hymdall,hymdall,,,dragons_draconic,,"a great guardian, possibly a dragon",guardian;dragon,,14,13,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
identity,identity,identity,,,emotion_morality,,a person's sense of self or character,self;character;person,,14,14,2,BroadcastText;ItemSparse,1.0,False
immol'thar,immol'thar,immol'thar,,,void_old_gods_cosmic_horror,,"a powerful demon, possibly a servant of Illidan Stormrage",demon;Illidan Stormrage,,14,13,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
incomplete,incomplete,incomplete,,,ancient_ruins_memory,,not fully developed or finished,developed;finished,,14,14,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
insidiou,insidiou,insidious,,,corruption_defilement_curse,,sly or deceitful,,,14,14,4,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter,0.5,True
intelligence,intelligence,intelligence,,,magic_artifacts_runes,,"the ability to learn, understand, or adapt",ability;learn;understand;adapt,,14,14,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
interloper,interloper,interloper;interlopers,,,war_conflict,,people or things that interfere with something or someone,interferer;meddler;intruder,cooperator;collaborator;assistant,14,14,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
ire,ire,ire,,,emotion_morality,,a strong feeling of anger or resentment,anger;resentment,,14,14,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
iskaaran,iskaaran,iskaaran,,,trade_crafting,,a type of material or resource,material;resource;object,,14,13,2,ItemNameDescription;ItemSparse,1.0,False
ivu,ivu,ivus,,,war_conflict,,a type of warrior or fighter,warrior;fighter;soldier,,14,10,2,JournalEncounter;JournalEncounterSection,1.0,False
kazzak,kazzak,kazzak,,,war_conflict,,"a Doom Lord, possibly a powerful enemy",Doom Lord;enemy,,14,8,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
knive,knive,knives,,,corruption_defilement_curse,,bladed cutting instruments,cutting;instruments;weapons,,14,14,2,ItemSparse;JournalEncounterSection,0.8,False
l'ura,l'ura,l'ura,,,void_old_gods_cosmic_horror,,a naaru being,naaru;being;entity,,14,11,2,JournalEncounter;JournalEncounterSection,0.9,False
log,log,log,,,trade_crafting,,a record of events or activities,record;events,,14,14,3,BroadcastText;ItemSparse;JournalEncounterSection,0.8,False
lothar,lothar,lothar,,,nobility_titles_power,,name or title of a noble,,,14,13,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
maelstrom,maelstrom,maelstrom,,,void_old_gods_cosmic_horror,,whirlpool or vortex of water,,,14,14,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
malefic,malefic,malefic,,,corruption_defilement_curse,,causing or characterized by evil or harm,evil;harm,,14,10,3,ItemNameDescription;JournalEncounter;JournalEncounterSection,0.9,False
mandokir,mandokir,mandokir,,,death_undead_crypt,,a bloodlord of the forsaken,bloodlord;forsaken;undead,,14,11,2,JournalEncounter;JournalEncounterSection,0.9,False
medivh,medivh,medivh,,,void_old_gods_cosmic_horror,,name or title of a powerful being,,,14,14,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
membrane,membrane,membrane,,,ancient_ruins_memory,,a thin layer of tissue or material,tissue;material;layer,,14,14,2,ItemSparse;JournalEncounterSection,0.8,False
merektha,merektha,merektha,,,dragons_draconic,,"a Spawn, possibly a dragon or a powerful creature",Spawn;dragon;creature,,14,10,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
moonkin,moonkin,moonkin,,,nature_druid_emerald,,a druidic being with lunar powers,druid;lunar;powers,,14,14,2,ItemSparse;JournalEncounterSection,0.9,False
murmur,murmur,murmur,,,nature_druid_emerald,,"to make a low, indistinct sound",sound;indistinct,,14,12,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
murrpray,murrpray,murrpray,,,shadowlands_soul_afterlife,,a prioress of the forsaken,prioress;forsaken;undead,,14,11,2,JournalEncounter;JournalEncounterSection,0.9,False
naj'entu,naj'entu,naj'entus,,,dragons_draconic,,"a High Warlord, possibly a powerful dragon or creature",High Warlord;dragon;creature,,14,6,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
nathria,nathria,nathria,,,pandaria_mists_celestials,,a castle or a place of great importance,castle;importance,,14,13,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
necromantic,necromantic,necromantic,,,corruption_defilement_curse,,relating to or characterized by death and the supernatural,death;supernatural,,14,14,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
nekraxx,nekraxx,nekraxx,,,dragons_draconic,,"a pet or a companion, possibly a dragon or creature",pet;companion;dragon;creature,,14,8,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
ogar,ogar,ogar,,,death_undead_crypt,,a battle cry of the orcs,orcs;battle;cry,,14,14,2,BroadcastText;ItemSparse,0.9,False
peculiar,peculiar,peculiar,,,family_relationships,,being unusual or strange,unusual;strange;peculiar,,14,14,2,ItemSparse;JournalEncounter,0.6,True
personality,personality,personality,,,emotion_morality,,the combination of characteristics or traits that form an individual's character,characteristics;traits;individual,,14,14,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
pickaxe,pickaxe,pickaxe,,,forge_weapons_armor,,a tool for digging or breaking rock,tool;digging;rock,,14,14,2,ItemSparse;JournalEncounterSection,0.8,False
pistol,pistol,pistol,,,forge_weapons_armor,,a handheld firearm,firearm;handheld;gun,,14,14,2,ItemSparse;JournalEncounterSection,0.9,False
priceless,priceless,priceless,,,light_holy,,extremely valuable or precious,valuable;precious;cherished,worthless;valueless,14,14,3,ItemNameDescription;ItemSparse;JournalEncounter,0.8,False
production,production,production,production,,trade_crafting,,creation or manufacture,,,14,14,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
projection,projection,projection,projection,,magic_artifacts_runes,,a representation or image cast on a surface,representation;image;surface,,14,12,2,ItemSparse;JournalEncounterSection,0.8,False
quicksilver,quicksilver,quicksilver,,,elements_primalists,,a liquid metal with high mercury content,metal;mercury;liquid,,14,8,2,JournalEncounter;JournalEncounterSection,0.9,False
redeem,redeem,redeemed,,,emotion_morality,,"made or become better, especially after being bad or wrong",saved;rescued;forgiven,,14,14,3,BroadcastText;ItemSparse;JournalEncounterSection,1.0,False
regeneration,regeneration,regeneration,regeneration,,magic_artifacts_runes,,the process of growing or restoring something,process;growing;restoring,,14,14,2,ItemSparse;JournalEncounterSection,0.9,False
replac,replac,replaced;replacing,,,trade_crafting,,to take the place of something or someone else,replacement;substitution;exchange,remained;stayed,14,14,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
responsible,responsible,responsible,,,emotion_morality,,having a sense of duty or accountability for one's actions,accountable;duty-bound;answerable,irresponsible;reckless,14,13,3,BroadcastText;ItemSparse;JournalEncounter,0.7,True
retriev,retriev,retrieved,,,magic_artifacts_runes,,"obtained or recovered something, especially a lost or hidden object",obtained;recovered;acquired,lost;misplaced,14,14,3,BroadcastText;ItemSparse;JournalEncounterSection,0.6,True
revenant,revenant,revenant,,,death_mourning,,"a person who has returned from the dead, especially in a supernatural or magical sense",ghost;specter;apparition,living;alive,14,14,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
seedl,seedl,seedling,,,nature_druid_emerald,,a young plant or sprout,young;plant;sprout,,14,12,2,JournalEncounter;JournalEncounterSection,0.8,False
seer,seer,seer,,,family_relationships,,person with prophetic or clairvoyant abilities,,,14,14,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
serrate,serrate,serrated,,,forge_weapons_armor,,having a saw-like edge or surface,saw-like;edge;surface,,14,13,2,ItemSparse;JournalEncounterSection,1.0,False
shackl,shackl,shackled,,,corruption_defilement_curse,,being bound or restrained with chains,bound;restrained;chains,,14,14,2,ItemSparse;JournalEncounterSection,0.9,False
sheen,sheen,sheen,,,forge_weapons_armor,,a bright or shining appearance,bright;shining;appearance,,14,14,2,ItemSparse;JournalEncounterSection,0.8,False
shikaar,shikaar,shikaar,,,family_relationships,,name or title of a clan or family,,,14,14,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
shown,shown,shown,,,emotion_morality,,being demonstrated or revealed,demonstrated;revealed;shown,,14,14,2,BroadcastText;JournalEncounter,0.7,True
sir,sir,sir,,,light_holy,,title of respect,lord;master,,14,14,2,BroadcastText;ItemSparse,0.8,False
sliver,sliver,sliver,,,corruption_defilement_curse,,small piece of something,fragment; shard,,14,14,2,ItemSparse;JournalEncounterSection,0.9,False
sow,sow,sow,,,nature_druid_emerald,,plant or cultivate seeds,,,14,12,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
splash,splash,splash,,,corruption_defilement_curse,,making a loud noise while falling into water,crash;bang,,14,14,2,ItemSparse;JournalEncounterSection,0.7,True
splitt,splitt,splitting,,,forge_weapons_armor,,"dividing or separating something, especially a material or object",divided;separated;cleaved,united;joined,14,14,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
springvale,springvale,springvale,,,pandaria_mists_celestials,,a place with a spring or fountain,valley;meadow,,14,10,2,JournalEncounter;JournalEncounterSection,0.9,False
strategy,strategy,strategy,,,war_conflict,,"a plan or set of plans for achieving a goal, especially in a competitive or adversarial situation",plan;tactic;approach,randomness;chaos,14,14,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
strunraan,strunraan,strunraan,,,void_old_gods_cosmic_horror,,a being from the void,entity; creature,,14,6,2,JournalEncounter;JournalEncounterSection,0.8,False
stygia,stygia,stygia,,,void_old_gods_cosmic_horror,,"a place or region associated with the underworld, especially in ancient Greek mythology",underworld;hell;abyss,paradise;heaven,14,14,3,BroadcastText;ItemNameDescription;ItemSparse,0.7,True
sunreaver,sunreaver,sunreaver;sunreavers,,,family_relationships;nobility_titles_power,,a group of powerful individuals who serve as guardians or protectors of the city,powerful;individuals;guardians,weak;ineffective,14,14,3,BroadcastText;ItemSparse;JournalEncounterSection,0.7,True
sword,sword,swords,,,forge_weapons_armor,,"a type of bladed weapon, especially one with a long handle and a sharp blade",blades;knives;daggers,dullness;ineffectiveness,14,14,3,BroadcastText;ItemSparse;JournalEncounterSection,0.9,False
ta'yak,ta'yak,ta'yak,,,void_old_gods_cosmic_horror,,a being from the void,entity; creature,,14,9,2,JournalEncounter;JournalEncounterSection,0.8,False
tanaan,tanaan,tanaan,,,travel_places,,"a place or region, especially one associated with a particular culture or history",place;region;location,unknown;unfamiliar,14,14,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
teera,teera,teera,,,pandaria_mists_celestials,,name or title of a person or place,,,14,12,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.5,True
temperature,temperature,temperature,,,elements_primalists,,a measure of heat or cold,heat;cold,,14,14,2,ItemSparse;JournalEncounterSection,0.8,False
tirathon,tirathon,tirathon,,,void_old_gods_cosmic_horror,,a being from the void,entity; creature,,14,9,2,JournalEncounter;JournalEncounterSection,0.8,False
trident,trident,trident,,,forge_weapons_armor,,a three-pronged spear or fishing rod,spear;rod,,14,14,2,ItemSparse;JournalEncounterSection,0.9,False
uldaman,uldaman,uldaman,,,death_undead_crypt,,a place of ancient ruins or tombs,ruins;tombs,,14,9,2,ItemSparse;JournalEncounter,0.8,False
undeath,undeath,undeath,,,death_undead_crypt,,"a state or condition of being dead, but still existing in some form",death;undead;reanimation,life;living,14,14,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
untold,untold,untold,,,travel_places,,"not yet known or revealed, especially about a place or event",unknown;unrevealed;hidden,known;revealed,14,14,3,BroadcastText;ItemSparse;JournalEncounter,0.7,True
uther,uther,uther,,,nobility_titles_power,,"a person's name, especially one associated with a particular title or position",name;title;position,unknown;unfamiliar,14,13,3,BroadcastText;ItemNameDescription;ItemSparse,0.8,False
vanessa,vanessa,vanessa,,,travel_places,,"a person's name, especially one associated with a particular place or event",name;place;event,unknown;unfamiliar,14,13,3,BroadcastText;JournalEncounter;JournalEncounterSection,0.7,True
virulent,virulent,virulent,,,corruption_defilement_curse,,causing great harm or damage,harm;damage,,14,12,2,ItemSparse;JournalEncounterSection,0.9,False
voidlight,voidlight,voidlight,,,void_old_gods_cosmic_horror,,"a type of energy or power associated with the void, especially in a magical or supernatural sense",energy;power;magic,lightness;brightness,14,14,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.6,True
wisp,wisp,wisps,,,void_old_gods_cosmic_horror,,thin threads or fibers of something,threads;fibers,,14,14,2,ItemSparse;JournalEncounterSection,0.8,False
xhul'horac,xhul'horac,xhul'horac,,,void_old_gods_cosmic_horror,,a being from the void,entity; creature,,14,9,2,JournalEncounter;JournalEncounterSection,0.8,False
yan-zhu,yan-zhu,yan-zhu,,yan-zhu,death_undead_crypt,,"Yan-Zhu, death and undead",uncasked;family brewery,,14,13,2,JournalEncounter;JournalEncounterSection,1.0,False
za'qul,za'qul,za'qul,,,void_old_gods_cosmic_horror,,a being from the void,entity; creature,,14,13,2,JournalEncounter;JournalEncounterSection,0.8,False
absorption,absorption,absorption,absorption,,elements_primalists,,the act of taking something in or absorbing it,adsorption;absorbency,,13,13,2,ItemSparse;JournalEncounterSection,0.8,False
ammunae,ammunae,ammunae,,,magic_artifacts_runes,,"a type of magical or supernatural energy, especially one associated with the gods or divine powers",energy;power;magic,weakness;ineffectiveness,13,11,3,ItemSparse;JournalEncounter;JournalEncounterSection,0.6,True
an'she,an'she,an'she,,,pandaria_mists_celestials,,a being or entity from Pandaria,entity; creature,,13,12,2,BroadcastText;ItemSparse,0.8,False
ancestral,ancestral,ancestral,,,family_relationships,,relating to or coming from one's ancestors,hereditary;inherited;descendant,modern;contemporary;new,13,13,5,BroadcastText;ItemNameDescription;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
anyway,anyway,anyway,,,travel_places,,a phrase used to indicate that something is not important or relevant,nevertheless;however,,13,13,2,BroadcastText;ItemSparse,0.7,True
archbishop,archbishop,archbishop,,,light_holy,,high-ranking church official,bishop;pope,,13,13,3,ItemNameDescription;JournalEncounter;JournalEncounterSection,1.0,False
arise,arise,arise,,,death_mourning,,to come into existence or become apparent,appear;emerge;manifest,disappear;vanish;cease,13,13,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.7,True
attumen,attumen,attumen,,,light_holy,,a Huntsman's steed in WoW,horse;steed,,13,9,3,ItemSparse;JournalEncounter;JournalEncounterSection,1.0,False
bang,bang,bang,,,corruption_defilement_curse,,"a loud noise, often caused by an explosion or impact",crash;boom,,13,13,2,ItemSparse;JournalEncounterSection,0.7,True
bee,bee,bees,,,corruption_defilement_curse,,insects that can be a nuisance or threat,wasps;hornets,,13,12,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
betrayer,betrayer,betrayer,,,law_oath_crime,,a person who betrays trust or loyalty,traitor;deceiver;renegade,loyal;faithful;dedicated,13,13,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
bloodlust,bloodlust,bloodlust,,,corruption_defilement_curse,,a strong desire for blood or violence,desire;craving;appetite,compassion;empathy;mercy,13,13,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.8,False
bombardment,bombardment,bombardment,bombardment,,war_conflict,,the act of attacking or bombarding something with projectiles,attack;assault,,13,13,2,BroadcastText;JournalEncounterSection,0.8,False
briny,briny,briny,,,elements_primalists,,"having a salty taste or smell, like the sea",salty;sea-salt;oceanic,,13,13,3,ItemSparse;JournalEncounter;JournalEncounterSection,1.0,False
burial,burial,burial,,,death_mourning,,the act of putting a dead body in the ground or a tomb,funeral;tomb;grave,,13,13,3,ItemSparse;JournalEncounter;JournalEncounterSection,1.0,False
capital,capital,capital,,,corruption_defilement_curse,,a city or town that is the seat of government,city;town,,13,13,3,BroadcastText;ItemSparse;JournalEncounter,0.9,False
car,car,cared,,,corruption_defilement_curse,,felt concern or compassion for someone or something,loved;cherished,,13,13,3,BroadcastText;ItemSparse;JournalEncounterSection,0.7,True
celebrate,celebrate,celebrate;celebrated,,,emotion_morality;ritual_religion,,to mark or commemorate a special occasion or event,commemorate;honor;acknowledge,ignore;disregard;neglect,13,13,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.3,True
celebration,celebration,celebration,celebration,,corruption_defilement_curse,,a joyful or festive occasion,party;feast,,13,13,3,BroadcastText;ItemNameDescription;ItemSparse,0.8,False
chicken,chicken,chicken,,,trade_crafting,,a domesticated bird kept for its eggs and meat,bird;egg;meat,,13,13,2,ItemSparse;JournalEncounterSection,0.7,True
chromie,chromie,chromie,,,ancient_ruins_memory,,a person or thing associated with the past,past;history;antiquity,present;future;contemporary,13,10,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.6,True
clothe,clothe,clothes,,,corruption_defilement_curse,,garments or attire worn by humans,dress;outfit,,13,13,3,BroadcastText;ItemSparse;JournalEncounter,0.8,False
copper,copper,copper,,,corruption_defilement_curse,,a reddish-orange metal or its alloy,metal;ore,,13,13,3,BroadcastText;ItemNameDescription;ItemSparse,0.8,False
dazzl,dazzl,dazzling,,,magic_artifacts_runes,,extremely impressive or attractive,impressive;attractive;beautiful,,13,13,2,ItemSparse;JournalEncounterSection,0.2,True
debt,debt,debt,,,law_oath_crime,,a sum of money owed to someone,money;owe;owe,,13,11,2,BroadcastText;ItemSparse,0.1,True
deceas,deceas,deceased,,,death_mourning,,dead or deceased person,dead;person;pass away,,13,13,2,ItemSparse;JournalEncounter,0.9,False
deception,deception,deception,deception,,law_oath_crime,,the act of deceiving or misleading someone,lie;falsehood;misrepresentation,truth;honesty;sincerity,13,13,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.9,False
dinner,dinner,dinner,,,trade_crafting,,a meal eaten in the evening,meal;repast;feast,breakfast;lunch;snack,13,12,4,BroadcastText;ItemSparse;JournalEncounter;JournalEncounterSection,0.6,True
direhorn,direhorn,direhorn,,,dragons_draconic,,"a type of large, powerful creature",large;powerful;creature,,13,11,2,ItemSparse;JournalEncounterSection,0.8,False
dredg,dredg,dredged,,,trade_crafting,,to dig or excavate something from the ground,dig;excavate;ground,,13,13,2,BroadcastText;ItemSparse,0.6,True
drest'agath,drest'agath,drest'agath,,,void_old_gods_cosmic_horror,,a type of monstrous creature,monstrous;creature;beast,,13,10,2,JournalEncounter;JournalEncounterSection,0.5,True
duty,duty,duties,,,law_oath_crime,,responsibilities or tasks that must be performed,responsibility;task;perform,,13,13,2,BroadcastText;JournalEncounter,0.4,True
